Time,Wind speed - at the height of wheel hub(m/s),Wind direction - at the height of wheel hub (˚),Relative humidity (%),Power (MW)
2019-01-01 00:00:00,2.3834999999999997,77.53750000000001,76.71975,0.2669955
2019-01-01 01:00:00,2.6087499999999997,99.95,71.68,0.19434
2019-01-01 02:00:00,2.41725,92.81675,74.8,0.27818675000000004
2019-01-01 03:00:00,2.096,101.76675,70.94125,0.625121
2019-01-01 04:00:00,1.7705,86.575,67.8135,0.286536
2019-01-01 05:00:00,2.3525,88.65,69.384,0.29861575
2019-01-01 06:00:00,2.71375,69.11675,70.30925,0.28600325000000004
2019-01-01 07:00:00,2.53525,96.46675,64.544,0.8079142500000001
2019-01-01 08:00:00,1.966,94.2165,61.65875,0.310873
2019-01-01 09:00:00,2.61875,90.54175000000001,63.4695,0.1797735
2019-01-01 10:00:00,2.57575,73.292,81.70675,0.550867
2019-01-01 11:00:00,1.65,89.20025,78.30125,0.30287925
2019-01-01 12:00:00,3.316,81.69175,68.64775,1.1562697499999999
2019-01-01 13:00:00,2.97175,72.025,64.07475,0.92977625
2019-01-01 14:00:00,2.67,63.85825,67.32775,0.3032345
2019-01-01 15:00:00,3.227,35.94175,73.18124999999999,0.46026975000000003
2019-01-01 16:00:00,2.8245,23.30825,78.42949999999999,0.33538775
2019-01-01 17:00:00,0.8130000000000001,48.96675,78.576,0.3467565
2019-01-01 18:00:00,0.21500000000000002,49.0,80.6585,0.341072
2019-01-01 19:00:00,0.711625,48.96675,83.98400000000001,0.33680875
2019-01-01 20:00:00,1.36625,64.025,86.4745,0.33858499999999997
2019-01-01 21:00:00,0.5668124999999999,79.01650000000001,87.15725,0.33751925
2019-01-01 22:00:00,1.1298124999999999,83.05825,87.0935,0.33929525
2019-01-01 23:00:00,1.41775,84.98325,85.90925,0.34213775
2019-01-02 00:00:00,1.1285,84.9665,85.69075000000001,0.34142724999999996
2019-01-02 01:00:00,0.641,97.95,85.648,0.34142724999999996
2019-01-02 02:00:00,0.6705,137.05849999999998,84.84275,0.34142724999999996
2019-01-02 03:00:00,0.2515,168.93325,84.91725,0.342493
2019-01-02 04:00:00,0.3675,178.99175,84.864,0.342493
2019-01-02 05:00:00,0.317125,177.73325,84.88525,0.34675675
2019-01-02 06:00:00,1.0046249999999999,175.4915,85.4455,0.348888
2019-01-02 07:00:00,1.2617500000000001,175.1085,84.82125,0.3446245
2019-01-02 08:00:00,1.20575,174.99175,85.35475,0.3456905
2019-01-02 09:00:00,0.54975,175.12475,85.4025,0.34426924999999997
2019-01-02 10:00:00,0.6854999999999999,174.99175,84.981,0.3432035
2019-01-02 11:00:00,0.112375,175.04149999999998,82.38925,0.34284824999999997
2019-01-02 12:00:00,0.15725,175.03325,63.06425,0.341072
2019-01-02 13:00:00,0.25525,175.04175,48.62925,0.33503225000000003
2019-01-02 14:00:00,0.35325,175.075,51.685249999999996,0.34071675
2019-01-02 15:00:00,1.53975,118.58324999999999,67.22125,0.33822975
2019-01-02 16:00:00,1.55575,82.31675,71.392,0.33059125
2019-01-02 17:00:00,1.8415,100.54975,79.24,0.34142724999999996
2019-01-02 18:00:00,1.9355,143.84175,85.11475,0.34817750000000003
2019-01-02 19:00:00,1.4165,141.91675,84.38925,0.3417825
2019-01-02 20:00:00,1.64575,122.64175,83.3895,0.34533525
2019-01-02 21:00:00,2.10975,122.41675,83.28524999999999,0.3432035
2019-01-02 22:00:00,0.988,127.03325,85.49875,0.34142724999999996
2019-01-02 23:00:00,0.157625,126.16675,84.464,0.34320375
2019-01-03 00:00:00,1.0662500000000001,115.55,86.04825,0.35137525000000003
2019-01-03 01:00:00,2.47925,127.95824999999999,86.57575,0.34924374999999996
2019-01-03 02:00:00,1.2145000000000001,115.925,85.98925,0.34746699999999997
2019-01-03 03:00:00,2.043125,94.41675000000001,85.23725,0.36061275
2019-01-03 04:00:00,2.47525,93.63325,85.408,0.27303525
2019-01-03 05:00:00,1.7887499999999998,127.85,85.6745,0.28795725
2019-01-03 06:00:00,0.4973333333333333,136.98325,84.688,0.35102
2019-01-03 07:00:00,0.3088888888888889,82.27924999999999,83.8775,0.35137525000000003
2019-01-03 08:00:00,0.28502777777777777,82.71675,83.84025,0.35919125
2019-01-03 09:00:00,2.21,157.69174999999998,83.2105,0.308031
2019-01-03 10:00:00,1.90275,85.76675,78.92525,0.18421425
2019-01-03 11:00:00,2.78275,84.89975,73.93075,0.6457275
2019-01-03 12:00:00,2.376,91.83324999999999,68.9335,0.28849025
2019-01-03 13:00:00,2.0625,74.1335,68.47725,0.35883624999999997
2019-01-03 14:00:00,1.858,77.34175,69.93625,0.341072
2019-01-03 15:00:00,0.8847499999999999,89.475,69.872,0.33396625
2019-01-03 16:00:00,0.2776875,88.975,70.10925,0.33680849999999996
2019-01-03 17:00:00,0.5578125,88.9665,74.26675,0.341072
2019-01-03 18:00:00,0.927125,89.28325,82.42675,0.341072
2019-01-03 19:00:00,0.543875,88.95824999999999,83.75450000000001,0.341072
2019-01-03 20:00:00,0.80325,89.01675,84.48525,0.341072
2019-01-03 21:00:00,0.55325,89.00825,84.53325000000001,0.34071675
2019-01-03 22:00:00,0.7402500000000001,89.025,84.40549999999999,0.3417825
2019-01-03 23:00:00,1.44425,90.975,84.47475,0.3432035
2019-01-04 00:00:00,2.097,98.025,86.27725000000001,0.3506645
2019-01-04 01:00:00,2.5495,121.95,82.2935,0.35848075
2019-01-04 02:00:00,2.27075,116.4665,78.84275,0.36238875
2019-01-04 03:00:00,2.659,97.99175,78.8,0.3403615
2019-01-04 04:00:00,2.66425,95.833,83.31475,3.74486425
2019-01-04 05:00:00,3.09225,101.4335,85.344,2.135608
2019-01-04 06:00:00,1.53375,95.15825000000001,86.06925000000001,0.588882
2019-01-04 07:00:00,2.16,94.825,84.73075,2.087645
2019-01-04 08:00:00,2.14375,98.3415,86.52250000000001,0.6020275
2019-01-04 09:00:00,2.08675,96.36675,86.89075,0.31975475000000003
2019-01-04 10:00:00,1.825,107.2,84.5655,0.334677
2019-01-04 11:00:00,2.482,95.0415,81.78675,1.26161075
2019-01-04 12:00:00,2.182,88.87475,81.94925,0.88128025
2019-01-04 13:00:00,2.5315,78.15825,82.4615,0.9814702500000001
2019-01-04 14:00:00,2.3644999999999996,83.2085,80.68275,0.86333825
2019-01-04 15:00:00,2.96525,72.425,78.57325,0.22169675
2019-01-04 16:00:00,2.46375,65.2085,77.31225,0.28795725
2019-01-04 17:00:00,2.45375,74.75,81.54124999999999,0.26397575
2019-01-04 18:00:00,2.70175,89.51675,85.41875,0.25242875
2019-01-04 19:00:00,1.49475,103.51675,86.49600000000001,0.3357425
2019-01-04 20:00:00,1.2593750000000001,99.54175,86.5065,0.3357425
2019-01-04 21:00:00,1.72175,69.908,85.83475,0.28706875
2019-01-04 22:00:00,1.97975,82.81675,85.232,0.23413175
2019-01-04 23:00:00,2.3842499999999998,111.375,85.00275,0.31282675000000004
2019-01-05 00:00:00,0.5115,84.60849999999999,85.04525,0.3437365
2019-01-05 01:00:00,2.00525,91.5085,84.43475000000001,0.2852925
2019-01-05 02:00:00,1.1632500000000001,90.15225,84.49074999999999,0.29737225
2019-01-05 03:00:00,0.47887500000000005,77.8895,84.08525,0.34142724999999996
2019-01-05 04:00:00,0.5755,143.971,83.656,0.34213775
2019-01-05 05:00:00,0.687,281.08325,83.64275,0.3456905
2019-01-05 06:00:00,0.33025,133.1395,83.42925,0.34675675
2019-01-05 07:00:00,1.3616249999999999,128.44175,83.37075,0.352441
2019-01-05 08:00:00,1.31425,82.85,82.8905,0.352441
2019-01-05 09:00:00,0.697375,68.101,82.617,0.3503095
2019-01-05 10:00:00,1.485875,242.34799999999998,81.6855,0.35919175000000003
2019-01-05 11:00:00,2.826,292.25,77.631,0.25687025
2019-01-05 12:00:00,4.0935,294.66675,74.832,1.10812875
2019-01-05 13:00:00,4.7335,296.58325,73.3825,2.45660675
2019-01-05 14:00:00,4.04075,298.40025,72.25200000000001,1.9881655
2019-01-05 15:00:00,3.77275,303.6085,70.424,2.0556695
2019-01-05 16:00:00,3.054,285.45,72.663,0.95269225
2019-01-05 17:00:00,3.35525,296.15825,73.89725,0.81271075
2019-01-05 18:00:00,2.86925,253.22475,77.46125,0.59385625
2019-01-05 19:00:00,3.4025,241.37475,75.472,1.83237375
2019-01-05 20:00:00,3.6397500000000003,280.23775,74.16675,2.39745175
2019-01-05 21:00:00,3.5695,299.525,76.65225,1.9744869999999999
2019-01-05 22:00:00,3.39525,282.7085,81.07225,2.53814425
2019-01-05 23:00:00,2.38275,279.7165,84.224,2.2647535000000003
2019-01-06 00:00:00,3.57775,282.3,84.57075,8.84531125
2019-01-06 01:00:00,5.77125,274.8085,78.092,15.3592535
2019-01-06 02:00:00,4.702249999999999,258.3665,75.71600000000001,10.578028
2019-01-06 03:00:00,7.6305,240.20825000000002,74.10125,33.16818525
2019-01-06 04:00:00,7.986,241.375,72.4135,30.36695425
2019-01-06 05:00:00,8.05275,244.79575,72.05075,32.06236625
2019-01-06 06:00:00,7.47,237.05,71.36,31.77902725
2019-01-06 07:00:00,10.95475,239.7915,70.37075,33.39272375
2019-01-06 08:00:00,8.75,231.11675,70.49325,35.2705745
2019-01-06 09:00:00,7.329000000000001,240.225,71.40275,34.19086825
2019-01-06 10:00:00,5.73675,227.65,66.16275,20.75351975
2019-01-06 11:00:00,6.965,231.40825,60.866749999999996,29.141937249999998
2019-01-06 12:00:00,7.59125,263.17075,55.65625,23.42542825
2019-01-06 13:00:00,8.874,266.192,57.30675,48.8479045
2019-01-06 14:00:00,8.13825,267.20425,58.1505,39.10852275
2019-01-06 15:00:00,7.47175,272.1085,59.735749999999996,34.101158749999996
2019-01-06 16:00:00,7.52975,261.99575,59.19075,38.2979445
2019-01-06 17:00:00,6.941750000000001,270.42475,63.11225,22.903872
2019-01-06 18:00:00,5.90225,267.0125,66.78125,14.0068675
2019-01-06 19:00:00,5.1515,252.13325,71.50125,14.29002825
2019-01-06 20:00:00,6.2935,241.40825,73.05324999999999,20.87857925
2019-01-06 21:00:00,5.81675,230.44175,72.97075000000001,18.14076625
2019-01-06 22:00:00,5.52575,233.325,73.03450000000001,14.18735175
2019-01-06 23:00:00,5.312250000000001,228.9,74.26925,14.04346175
2019-01-07 00:00:00,5.6762500000000005,222.19975,74.19475,14.3019305
2019-01-07 01:00:00,5.14475,218.16675,73.0425,10.531130749999999
2019-01-07 02:00:00,5.14975,220.5665,73.32525,10.60574
2019-01-07 03:00:00,5.04475,210.79175,73.57575,8.3960555
2019-01-07 04:00:00,4.67175,219.0665,72.84525000000001,7.30284875
2019-01-07 05:00:00,4.84225,219.19175,72.976,6.505770500000001
2019-01-07 06:00:00,4.521,211.55825,73.68525,4.25060975
2019-01-07 07:00:00,3.6870000000000003,234.7665,73.896,1.0344072500000001
2019-01-07 08:00:00,3.50175,220.84175,72.752,1.37725575
2019-01-07 09:00:00,2.52325,171.8915,74.01050000000001,0.400049
2019-01-07 10:00:00,2.33325,118.7415,63.506499999999996,0.649991
2019-01-07 11:00:00,3.52025,140.2835,58.36275,4.8913632499999995
2019-01-07 12:00:00,2.7965,125.30825,52.0185,2.118199
2019-01-07 13:00:00,3.2635,99.68325,54.5895,3.130046
2019-01-07 14:00:00,3.31175,87.20824999999999,62.120000000000005,3.8390139999999997
2019-01-07 15:00:00,4.282,74.7915,67.54925,6.69780125
2019-01-07 16:00:00,3.83575,87.5,69.70400000000001,9.642212
2019-01-07 17:00:00,2.9375,97.14175,71.05875,6.73173075
2019-01-07 18:00:00,2.2285,91.2,76.0425,2.4530534999999998
2019-01-07 19:00:00,2.15325,86.19175,81.43225,0.27818699999999996
2019-01-07 20:00:00,2.3395,81.36675,82.86675,1.69008275
2019-01-07 21:00:00,2.678,92.75,84.9865,3.86441675
2019-01-07 22:00:00,1.8287499999999999,93.5,84.53325,0.5212005
2019-01-07 23:00:00,2.267,87.03325,84.76275,0.13554075
2019-01-08 00:00:00,2.181,85.98349999999999,82.60525,1.734138
2019-01-08 01:00:00,2.34925,94.39999999999999,84.47475,1.83628175
2019-01-08 02:00:00,2.46575,104.03325000000001,85.3865,1.5662665
2019-01-08 03:00:00,2.235,84.66675000000001,85.29075,0.18528025
2019-01-08 04:00:00,1.84025,82.84175,83.97325000000001,0.45707175
2019-01-08 05:00:00,1.9615,81.97500000000001,84.7865,0.2083735
2019-01-08 06:00:00,2.3602499999999997,112.80000000000001,83.68525,0.39400925
2019-01-08 07:00:00,2.02925,133.0915,82.2985,0.31957749999999996
2019-01-08 08:00:00,3.1252500000000003,105.2,83.29625,2.1322330000000003
2019-01-08 09:00:00,2.09325,104.20824999999999,82.74675,0.7254885
2019-01-08 10:00:00,3.09575,89.8835,76.79175,2.76410425
2019-01-08 11:00:00,4.50275,101.2415,71.8215,9.448405000000001
2019-01-08 12:00:00,4.43425,85.917,69.42125,13.09236775
2019-01-08 13:00:00,4.08725,84.6,66.26925,11.94053975
2019-01-08 14:00:00,4.046,82.20824999999999,69.96275,10.3618385
2019-01-08 15:00:00,6.0125,102.06675,63.61325,26.2591685
2019-01-08 16:00:00,5.6425,96.46675,65.176,23.5776675
2019-01-08 17:00:00,3.22225,96.23325,73.496,5.707803999999999
2019-01-08 18:00:00,2.41125,102.13325,81.72525,2.070769
2019-01-08 19:00:00,1.91025,93.97475,84.34675,0.3755345
2019-01-08 20:00:00,2.0975,99.46674999999999,86.93325,0.5633015
2019-01-08 21:00:00,2.6845,89.00825,84.08525,4.6025177500000005
2019-01-08 22:00:00,3.7695,105.78325000000001,78.46375,5.8158104999999995
2019-01-08 23:00:00,3.5215,118.23349999999999,76.12025,2.9989464999999997
2019-01-09 00:00:00,1.54075,130.69175,77.2505,0.298793
2019-01-09 01:00:00,0.5477500000000001,96.4415,76.88,0.33005825
2019-01-09 02:00:00,0.5145,72.66675000000001,77.49074999999999,0.341072
2019-01-09 03:00:00,0.0475,96.92699999999999,77.24925,0.33787425
2019-01-09 04:00:00,1.363,336.55,77.43875,0.3343215
2019-01-09 05:00:00,1.6475,288.9585,77.14425,0.31584675
2019-01-09 06:00:00,2.97975,264.58349999999996,78.00925,0.92124975
2019-01-09 07:00:00,3.318,262.89574999999996,76.59475,1.030144
2019-01-09 08:00:00,3.337,243.55849999999998,76.21875,1.6788915
2019-01-09 09:00:00,2.83275,255.23325,74.7735,0.16218675
2019-01-09 10:00:00,1.64125,252.58350000000002,71.59475,0.33716375
2019-01-09 11:00:00,1.9107500000000002,263.8165,64.40425,0.32277525
